protein_id,cluster_id,permanence,fd,membership,intra,extra,emax
4932.YMR326C,8,3.0,0.0,1.5,3,1,4
4932.YGR109W-A,8,1.0,0.0,0.5,2,0,-1
4932.YIL177C,8,21.83982683982684,0.0,10.91991341991342,22,1,1
4932.YHR214W-A,8,4.7555555555555555,0.0,2.3777777777777778,10,2,5
4932.YJR124C,8,0.6666666666666666,0.0,0.3333333333333333,3,3,7
4932.YNL337W,8,1.0,0.0,0.5,16,0,-1
4932.YFL063W,8,1.0,0.0,0.5,15,0,-1
4932.YAL064W-B,8,1.7,0.0,0.85,5,2,5
4932.YCR061W,8,0.0,0.0,0.0,2,1,-1
4932.YLR013W,8,0.8333333333333333,0.0,0.41666666666666663,4,3,1
4932.YHL045W,8,1.0,0.0,0.5,23,0,-1
4932.YOR237W,8,2.0,0.0,1.0,2,1,10
4932.YCR018C-A,8,1.0,0.0,0.5,4,0,-1
4932.YLR467W,8,12.13,0.0,6.065,25,2,5
4932.YJR112W-A,8,0.0,0.0,0.0,1,3,-1
4932.YCR104W,8,2.895238095238095,0.0,1.4476190476190476,21,7,1
4932.YNL311C,8,0.0,0.0,0.0,0,4,-1
4932.YOR062C,8,1.0,0.0,0.5,2,0,0
4932.YCR090C,8,0.0,0.0,0.0,0,7,-1
4932.YLR461W,8,1.0,0.0,0.5,26,0,-1
4932.YLR256W,8,0.6,0.0,0.3,3,5,1
4932.YDR509W,8,0.0,0.0,0.0,0,4,-1
4932.YPL283C,8,1.0,0.0,0.5,23,0,-1
4932.YCL057W,8,0.0,0.0,0.0,2,2,-1
4932.YPR083W,8,0.0,0.0,0.0,0,5,-1
4932.YLR467C-A,8,5.866666666666667,0.0,2.9333333333333336,6,1,10
4932.YNR028W,8,0.0,0.0,0.0,0,6,-1
4932.YDR543C,8,1.0,0.0,0.5,18,0,-1
4932.YHL046C,8,1.0,0.0,0.5,35,0,-1
4932.YEL075W-A,8,2.9000000000000004,0.0,1.4500000000000002,16,5,5
4932.YLR037C,8,21.861471861471863,0.0,10.930735930735931,22,1,10
4932.YLR466W,8,27.626984126984127,0.0,13.813492063492063,28,1,10
4932.YFR009W,8,0.0,0.0,0.0,3,5,-1
4932.YHL048W,8,22.43083003952569,0.0,11.215415019762846,24,0,0
4932.YFR057W,8,0.0,0.0,0.0,0,5,-1
4932.YOR032C,8,0.0,0.0,0.0,1,14,-1
4932.YML096W,8,0.0,0.0,0.0,0,3,-1
4932.YOL020W,8,0.0,0.0,0.0,2,6,-1
4932.YOL106W,8,1.0,0.0,0.5,2,0,-1
4932.YER125W,8,0.0,0.0,0.0,6,99,-1
4932.YHL046W-A,8,1.0,0.0,0.5,17,0,-1
4932.YPL130W,8,0.8333333333333333,0.0,0.41666666666666663,3,2,4
4932.YGL144C,8,0.0,0.0,0.0,0,13,-1
4932.YLR361C,8,0.0,0.0,0.0,0,4,-1
4932.YOR396W,8,0.65,0.0,0.325,6,3,2
4932.YBR238C,8,0.0,0.0,0.0,1,1,10
4932.YPL056C,8,0.0,0.0,0.0,0,5,-1
4932.YEL076C-A,8,1.0,0.0,0.5,26,0,-1
4932.YOR052C,8,0.0,0.0,0.0,0,3,-1
4932.YHR126C,8,1.0,0.0,0.5,2,0,-1
4932.YML066C,8,0.0,0.0,0.0,0,5,-1
4932.YMR070W,8,0.0,0.0,0.0,2,18,-1
4932.YMR023C,8,0.0,0.0,0.0,1,11,-1
4932.YDR387C,8,0.0,0.0,0.0,1,1,7
4932.YAL034C,8,0.0,0.0,0.0,0,3,-1
4932.YER011W,8,-0.8,0.0,-0.4,1,5,-1
4932.YKL221W,8,3.571428571428571,0.0,1.7857142857142856,8,2,5
4932.YKL225W,8,27.402116402116402,0.0,13.701058201058201,28,1,4
4932.YJR079W,8,1.0,0.0,0.5,3,0,-1
4932.YNL339W-A,8,1.0,0.0,0.5,4,0,-1
4932.YNL339C,8,1.0,0.0,0.5,28,0,-1
4932.YLL015W,8,0.0,0.0,0.0,0,4,-1
4932.YDR505C,8,0.0,0.0,0.0,1,3,-1
4932.YDL039C,8,1.7,0.0,0.85,6,1,11
4932.YHL050C,8,20.87873754152824,0.0,10.43936877076412,43,2,5
4932.YBR302C,8,1.0,0.0,0.5,8,0,-1
4932.YLR083C,8,0.0,0.0,0.0,0,4,-1
4932.YOL139C,8,0.0,0.0,0.0,3,150,-1
4932.YOL045W,8,0.0,0.0,0.0,0,4,-1
4932.YOR044W,8,0.0,0.0,0.0,0,6,-1
4932.YER190W,8,1.0,0.0,0.5,21,0,-1
4932.YOR355W,8,0.0,0.0,0.0,1,9,-1
4932.YLR242C,8,0.0,0.0,0.0,0,11,-1
4932.YNR076W,8,1.0,0.0,0.5,21,0,-1
4932.YDR304C,8,0.0,0.0,0.0,0,11,-1
4932.YGL195W,8,0.0,0.0,0.0,3,33,-1
4932.YKR064W,8,0.0,0.0,0.0,0,3,-1
4932.YGL254W,8,0.41666666666666663,0.0,0.20833333333333331,3,4,4
4932.YIR014W,8,0.0,0.0,0.0,0,4,-1
4932.YGR197C,8,0.0,0.0,0.0,0,5,-1
4932.YNL058C,8,0.0,0.0,0.0,1,4,-1
4932.YNL111C,8,0.0,0.0,0.0,1,18,-1
4932.YML094W,8,0.0,0.0,0.0,0,57,-1
4932.YLL064C,8,1.0,0.0,0.5,21,0,-1
4932.YBR290W,8,0.0,0.0,0.0,2,14,-1
4932.YPR203W,8,1.0,0.0,0.5,18,0,-1
4932.YJL225C,8,26.692307692307693,0.0,13.346153846153847,27,1,1
4932.YHR214C-E,8,1.0,0.0,0.5,10,0,-1
4932.YMR136W,8,0.0,0.0,0.0,0,3,-1
4932.YLR280C,8,0.0,0.0,0.0,0,3,-1
4932.YBR025C,8,0.0,0.0,0.0,0,17,-1
4932.YIR041W,8,1.0,0.0,0.5,21,0,-1
4932.YGR234W,8,0.4,0.0,0.2,4,3,1
4932.YHR050W,8,0.0,0.0,0.0,1,10,-1
4932.YHR091C,9,2.7044444444444444,0.0,1.3522222222222222,25,9,2
4932.YGR264C,9,0.6884414779151621,0.0,0.34422073895758104,38,39,2
4932.YER034W,9,0.6666666666666666,0.0,0.3333333333333333,2,3,2
4932.YHR068W,9,0.3,0.0,0.15,3,10,2
4932.YBR165W,9,0.0,0.0,0.0,0,3,-1
4932.YLR195C,9,0.0,0.0,0.0,1,12,-1
4932.YKL044W,9,0.0,0.0,0.0,1,3,-1
4932.YGR037C,9,0.0,0.0,0.0,2,15,-1
4932.YNL199C,9,0.0,0.0,0.0,0,3,-1
4932.YJR011C,9,0.0,0.0,0.0,0,3,-1
4932.YKL050C,9,-0.33333333333333337,0.0,-0.16666666666666669,2,3,-1
4932.YJL059W,9,0.0,0.0,0.0,2,12,-1
4932.YDR033W,9,0.0,0.0,0.0,1,3,-1
4932.YOR077W,9,0.0,0.0,0.0,0,3,-1
4932.YDR246W-A,9,0.0,0.0,0.0,0,7,-1
4932.YLR297W,9,0.0,0.0,0.0,0,5,-1
4932.YBR184W,9,1.0,0.0,0.5,2,0,-1
4932.YEL009C,9,0.0,0.0,0.0,5,112,-1
4932.YGL245W,9,0.8839748839748839,0.0,0.44198744198744194,38,32,3
4932.YDL104C,9,0.935064935064935,0.0,0.4675324675324675,11,7,2
4932.YBL076C,9,1.3985507246376812,0.0,0.6992753623188406,36,23,3
4932.YOR314W,9,0.0,0.0,0.0,0,3,-1
4932.YKL162C,9,0.4999999999999999,0.0,0.24999999999999994,4,3,2
4932.YNL181W,9,0.0,0.0,0.0,0,11,-1
4932.YOR335C,9,1.5288515406162466,0.0,0.7644257703081233,36,20,4
4932.YML036W,9,1.9333333333333333,0.0,0.9666666666666667,6,3,1
4932.YPL189W,9,0.0,0.0,0.0,1,2,-1
4932.YGR026W,9,0.0,0.0,0.0,0,3,-1
4932.YJL118W,9,0.0,0.0,0.0,0,3,-1
4932.YGR273C,9,0.0,0.0,0.0,0,6,-1
4932.YNL249C,9,-0.8333333333333334,0.0,-0.4166666666666667,1,6,-1
4932.YHR019C,9,1.9497536945812808,0.0,0.9748768472906404,30,14,3
4932.YDR522C,9,0.0,0.0,0.0,1,3,-1
4932.YER049W,9,0.0,0.0,0.0,3,10,-1
4932.YGL051W,9,0.0,0.0,0.0,2,2,-1
4932.YAL017W,9,0.0,0.0,0.0,0,7,-1
4932.YLR124W,9,0.0,0.0,0.0,0,5,-1
4932.YOR247W,9,0.0,0.0,0.0,0,8,-1
4932.YOR246C,9,0.0,0.0,0.0,0,9,-1
4932.YGR269W,9,0.0,0.0,0.0,0,7,-1
4932.YNR021W,9,0.0,0.0,0.0,1,6,-1
4932.YJL146W,9,0.0,0.0,0.0,1,2,-1
4932.YER140W,9,0.0,0.0,0.0,2,3,-1
4932.YBR007C,9,1.0,0.0,0.5,1,0,-1
4932.YGR210C,9,0.0,0.0,0.0,0,3,-1
4932.YCL007C,9,0.0,0.0,0.0,1,3,-1
4932.YCR069W,9,0.0,0.0,0.0,0,5,-1
4932.YLR419W,9,0.0,0.0,0.0,0,17,-1
4932.YOR215C,9,0.8333333333333333,0.0,0.41666666666666663,4,3,1
4932.YML089C,9,0.0,0.0,0.0,0,3,-1
4932.YGL105W,9,2.7982038123167157,0.0,1.3991019061583578,32,11,2
4932.YDL046W,9,0.0,0.0,0.0,0,4,-1
4932.YBL080C,9,0.4606060606060606,0.0,0.2303030303030303,11,15,1
4932.YNL255C,9,0.0,0.0,0.0,0,32,-1
4932.YIR016W,9,0.0,0.0,0.0,0,4,-1
4932.YHR159W,9,0.0,0.0,0.0,0,3,-1
4932.YOR168W,9,1.5952380952380953,0.0,0.7976190476190477,36,20,3
4932.YPR063C,9,0.0,0.0,0.0,2,3,-1
4932.YPR011C,9,0.0,0.0,0.0,1,6,-1
4932.YHR011W,9,6.07741935483871,0.0,3.038709677419355,31,5,2
4932.YIL173W,9,0.0,0.0,0.0,0,3,-1
4932.YGL084C,9,0.0,0.0,0.0,0,5,-1
4932.YFR007W,9,0.0,0.0,0.0,1,6,-1
4932.YKR038C,9,1.0666666666666664,0.0,0.5333333333333332,6,6,1
4932.YPL148C,9,0.0,0.0,0.0,0,3,-1
4932.YPL104W,9,2.6101778656126484,0.0,1.3050889328063242,24,7,3
4932.YOR042W,9,0.0,0.0,0.0,2,18,-1
4932.YOR050C,9,0.0,0.0,0.0,0,3,-1
4932.YMR132C,9,0.0,0.0,0.0,0,3,-1
4932.YGR016W,9,0.0,0.0,0.0,0,3,-1
4932.YOL033W,9,1.267588325652842,0.0,0.633794162826421,31,21,3
4932.YLR104W,9,0.0,0.0,0.0,2,3,-1
4932.YDR023W,9,1.9975840336134454,0.0,0.9987920168067227,34,17,5
4932.YLR283W,9,0.0,0.0,0.0,0,6,-1
4932.YNL234W,9,0.0,0.0,0.0,0,7,-1
4932.YGR185C,9,5.9759759759759765,0.0,2.9879879879879883,37,6,5
4932.YMR195W,9,1.0,0.0,0.5,2,2,5
4932.YJR126C,9,0.0,0.0,0.0,0,5,-1
4932.YHR039C,9,0.0,0.0,0.0,0,7,-1
4932.YGL177W,9,0.0,0.0,0.0,0,5,-1
4932.YBL042C,9,0.0,0.0,0.0,0,4,-1
4932.YOR315W,9,0.0,0.0,0.0,1,1,4
4932.YPL257W-A,9,0.0,0.0,0.0,0,3,-1
4932.YML068W,9,0.0,0.0,0.0,0,7,-1
4932.YDR268W,9,3.5050549450549453,0.0,1.7525274725274727,25,8,3
4932.YOL092W,9,0.0,0.0,0.0,0,4,-1
4932.YBR066C,9,0.0,0.0,0.0,0,6,-1
4932.YBR287W,9,0.0,0.0,0.0,1,5,-1
4932.YGL036W,9,0.0,0.0,0.0,1,2,-1
4932.YGL053W,9,0.0,0.0,0.0,2,2,5
4932.YOR104W,9,0.0,0.0,0.0,0,11,-1
4932.YKR095W-A,9,5.933333333333334,0.0,2.966666666666667,5,2,2
4932.YDR370C,9,0.0,0.0,0.0,0,6,-1
4932.YJR100C,9,0.0,0.0,0.0,0,3,-1
4932.YHR093W,9,1.0,0.0,0.5,1,0,-1
4932.YMR180C,9,0.0,0.0,0.0,0,4,-1
4932.YCR047W-A,9,0.0,0.0,0.0,0,5,-1
4932.YJL184W,9,2.5,0.0,1.25,5,2,7
4932.YDL227C,9,0.0,0.0,0.0,0,3,-1
4932.YPL040C,9,3.866935483870968,0.0,1.933467741935484,33,7,3
4932.YJL133C-A,9,0.0,0.0,0.0,0,3,-1
4932.YGR024C,9,0.4666666666666667,0.0,0.23333333333333334,3,6,2
4932.YOR286W,9,0.0,0.0,0.0,1,10,-1
4932.YKL194C,9,0.984339190221543,0.0,0.4921695951107715,34,28,3
4932.YBR121C,9,4.039408866995075,0.0,2.0197044334975374,29,7,3
4932.YNL239W,9,0.0,0.0,0.0,1,5,-1
4932.YPR081C,9,5.938405797101449,0.0,2.9692028985507246,24,4,3
4932.YOR242C,9,0.0,0.0,0.0,0,6,-1
4932.YFL034W,9,0.0,0.0,0.0,1,2,-1
4932.YLR382C,9,2.447826683120801,0.0,1.2239133415604004,35,12,3
4932.YMR140W,9,0.0,0.0,0.0,2,11,-1
4932.YOR051C,9,0.0,0.0,0.0,1,2,-1
4932.YHL026C,9,0.0,0.0,0.0,0,3,-1
4932.YIL152W,9,0.0,0.0,0.0,2,6,-1
4932.YPL052W,9,0.0,0.0,0.0,1,4,-1
4932.YER115C,9,0.0,0.0,0.0,0,3,-1
4932.YPL097W,9,1.6772765246449457,0.0,0.8386382623224728,36,19,1
4932.YGR049W,9,0.0,0.0,0.0,1,2,-1
4932.YKR005C,9,1.0,0.0,0.5,3,0,0
4932.YER087W,9,10.543682795698924,0.0,5.271841397849462,32,3,3
4932.YCR024C,9,6.525490196078431,0.0,3.2627450980392156,34,5,7
4932.YNL042W,9,3.1666666666666665,0.0,1.5833333333333333,4,1,5
4932.YDR341C,9,2.827651515151515,0.0,1.4138257575757576,32,12,2
4932.YMR293C,9,0.5357142857142857,0.0,0.26785714285714285,9,7,1
4932.YDR061W,9,0.0,0.0,0.0,1,32,-1
4932.YNL247W,9,1.3149540517961569,0.0,0.6574770258980784,28,19,2
4932.YOL097C,9,3.9109848484848486,0.0,1.9554924242424243,33,8,2
4932.YCR061W,9,0.0,0.0,0.0,2,1,-1
4932.YIL154C,9,0.0,0.0,0.0,1,6,-1
4932.YDR336W,9,0.0,0.0,0.0,1,2,-1
4932.YJR112W-A,9,0.0,0.0,0.0,1,3,-1
4932.YNL311C,9,0.0,0.0,0.0,0,4,-1
4932.YCR090C,9,0.0,0.0,0.0,0,7,-1
4932.YGR162W,9,0.0,0.0,0.0,4,154,-1
4932.YPR033C,9,2.9037433155080214,0.0,1.4518716577540107,37,8,3
4932.YGR094W,9,3.51981981981982,0.0,1.75990990990991,37,10,3
4932.YDR509W,9,0.0,0.0,0.0,0,4,-1
4932.YCL057W,9,0.0,0.0,0.0,2,2,-1
4932.YPR083W,9,0.0,0.0,0.0,0,5,-1
4932.YMR130W,9,0.0,0.0,0.0,1,2,-1
4932.YNR028W,9,0.0,0.0,0.0,0,6,-1
4932.YBR067C,9,0.0,0.0,0.0,0,3,-1
4932.YFL010C,9,0.0,0.0,0.0,0,4,-1
4932.YPL160W,9,1.459816653934301,0.0,0.7299083269671505,35,22,5
4932.YDR274C,9,0.0,0.0,0.0,0,3,-1
4932.YER177W,9,0.0,0.0,0.0,2,56,-1
4932.YGR171C,9,5.176075268817204,0.0,2.588037634408602,33,5,5
4932.YFR009W,9,0.0,0.0,0.0,4,4,-1
4932.YLR064W,9,0.0,0.0,0.0,1,3,-1
4932.YFR057W,9,0.0,0.0,0.0,0,5,-1
4932.YOR032C,9,0.0,0.0,0.0,1,14,-1
4932.YML096W,9,0.0,0.0,0.0,0,3,-1
4932.YDR133C,9,0.0,0.0,0.0,0,4,-1
4932.YOL160W,9,0.0,0.0,0.0,0,3,-1
4932.YOL020W,9,0.0,0.0,0.0,2,6,-1
4932.YNR066C,9,0.0,0.0,0.0,0,3,-1
4932.YGR262C,9,1.4166666666666665,0.0,0.7083333333333333,6,5,1
4932.YLR001C,9,0.0,0.0,0.0,0,3,-1
4932.YOR285W,9,0.0,0.0,0.0,1,9,-1
4932.YER125W,9,0.0,0.0,0.0,5,100,-1
4932.YGL144C,9,0.0,0.0,0.0,0,13,-1
4932.YDR037W,9,1.0355742296918768,0.0,0.5177871148459384,36,29,3
4932.YJL042W,9,0.0,0.0,0.0,0,3,-1
4932.YLR361C,9,0.0,0.0,0.0,0,4,-1
4932.YFL022C,9,1.2524561403508772,0.0,0.6262280701754386,25,19,3
4932.YIL078W,9,0.7072039072039072,0.0,0.3536019536019536,36,39,3
4932.YPL056C,9,0.0,0.0,0.0,0,5,-1
4932.YOR052C,9,0.0,0.0,0.0,0,3,-1
4932.YEL035C,9,0.0,0.0,0.0,0,6,-1
4932.YCR001W,9,2.0,0.0,1.0,2,1,4
4932.YLR121C,9,0.0,0.0,0.0,0,3,-1
4932.YML066C,9,0.0,0.0,0.0,0,5,-1
4932.YMR070W,9,0.0,0.0,0.0,1,19,-1
4932.YMR023C,9,0.0,0.0,0.0,2,10,-1
4932.YAL034C,9,0.0,0.0,0.0,0,3,-1
4932.YJR142W,9,0.0,0.0,0.0,0,4,-1
4932.YDL219W,9,0.3,0.0,0.15,3,10,2
4932.YGL008C,9,0.0,0.0,0.0,4,44,-1
4932.YBR276C,9,0.0,0.0,0.0,0,5,-1
4932.YER011W,9,0.0,0.0,0.0,0,6,-1
4932.YLL015W,9,0.0,0.0,0.0,0,4,-1
4932.YDR505C,9,0.0,0.0,0.0,1,3,-1
4932.YKR045C,9,1.1666666666666665,0.0,0.5833333333333333,4,2,2
4932.YNL045W,9,0.0,0.0,0.0,0,7,-1
4932.YLL013C,9,0.0,0.0,0.0,12,238,-1
4932.YNL073W,9,4.568452380952381,0.0,2.2842261904761907,33,7,3
4932.YNL080C,9,0.0,0.0,0.0,0,4,-1
4932.YLR083C,9,0.0,0.0,0.0,0,4,-1
4932.YGL230C,9,0.0,0.0,0.0,0,5,-1
4932.YOL139C,9,0.0,0.0,0.0,3,150,-1
4932.YOL045W,9,0.0,0.0,0.0,0,4,-1
4932.YLR184W,9,0.0,0.0,0.0,0,3,-1
4932.YOR044W,9,0.0,0.0,0.0,0,6,-1
4932.YOR355W,9,0.0,0.0,0.0,2,8,-1
4932.YLR242C,9,0.0,0.0,0.0,0,11,-1
4932.YIL108W,9,3.333333333333333,0.0,1.6666666666666665,4,1,4
4932.YDR304C,9,0.0,0.0,0.0,0,11,-1
4932.YGL195W,9,0.0,0.0,0.0,5,31,-1
4932.YER032W,9,0.0,0.0,0.0,2,2,4
4932.YKR064W,9,0.0,0.0,0.0,0,3,-1
4932.YML119W,9,0.0,0.0,0.0,0,7,-1
4932.YNL144C,9,1.2666666666666666,0.0,0.6333333333333333,6,3,5
4932.YBR233W,9,0.0,0.0,0.0,2,3,-1
4932.YMR211W,9,0.0,0.0,0.0,0,3,-1
4932.YIR014W,9,0.0,0.0,0.0,1,3,-1
4932.YBR209W,9,0.0,0.0,0.0,0,4,-1
4932.YGR197C,9,0.0,0.0,0.0,0,5,-1
4932.YOL131W,9,1.0,0.0,0.5,2,0,-1
4932.YNL058C,9,0.0,0.0,0.0,1,4,-1
4932.YHR020W,9,1.226478494623656,0.0,0.613239247311828,32,24,3
4932.YGR035C,9,0.0,0.0,0.0,0,6,-1
4932.YJL206C,9,0.0,0.0,0.0,0,3,-1
4932.YNL111C,9,0.0,0.0,0.0,1,18,-1
4932.YML094W,9,0.0,0.0,0.0,0,57,-1
4932.YDR351W,9,0.5,0.0,0.25,3,3,10
4932.YLR060W,9,1.3270355375618532,0.0,0.6635177687809266,29,17,3
4932.YBR290W,9,0.0,0.0,0.0,2,14,-1
4932.YGL052W,9,0.0,0.0,0.0,2,0,0
4932.YLL018C,9,3.8386243386243386,0.0,1.9193121693121693,28,7,3
4932.YMR136W,9,0.0,0.0,0.0,0,3,-1
4932.YER046W-A,9,0.0,0.0,0.0,0,3,-1
4932.YLR280C,9,0.0,0.0,0.0,0,3,-1
4932.YBR025C,9,0.0,0.0,0.0,1,16,-1
4932.YPR047W,9,7.382758620689655,0.0,3.6913793103448276,31,3,2
4932.YBL048W,9,0.0,0.0,0.0,0,4,-1
4932.YOR227W,9,-0.75,0.0,-0.375,1,4,-1
4932.YHR050W,9,0.0,0.0,0.0,1,10,-1
4932.YPR032W,10,22.675889328063242,0.0,11.337944664031621,23,1,11
4932.YCR079W,10,2.6648351648351647,0.0,1.3324175824175823,14,4,5
4932.YEL022W,10,34.34621848739496,0.0,17.17310924369748,36,0,-1
4932.YKL048C,10,0.0,0.0,0.0,11,14,5
4932.YBR165W,10,0.0,0.0,0.0,0,3,-1
4932.YDL192W,10,4.963554987212277,0.0,2.4817774936061383,73,8,3
4932.YPL115C,10,23.518115942028984,0.0,11.759057971014492,24,1,4
4932.YOR212W,10,1.8476190476190475,0.0,0.9238095238095237,37,14,5
4932.YJL029C,10,1.0,0.0,0.5,33,0,-1
4932.YGR097W,10,3.5,0.0,1.75,4,1,4
4932.YKL044W,10,-0.6666666666666667,0.0,-0.33333333333333337,2,2,-1
4932.YOR178C,10,2.1020979020979023,0.0,1.0510489510489511,26,11,5
4932.YDL230W,10,2.8888888888888893,0.0,1.4444444444444446,10,3,4
4932.YHR078W,10,1.0,0.0,0.5,1,0,-1
4932.YNL199C,10,0.0,0.0,0.0,0,3,-1
4932.YLR273C,10,5.797101449275362,0.0,2.898550724637681,24,4,5
4932.YEL013W,10,4.126436781609195,0.0,2.0632183908045976,31,5,7
4932.YBR012W-B,10,1.0,0.0,0.5,1,0,-1
4932.YJL059W,10,-0.43333333333333335,0.0,-0.21666666666666667,5,9,-1
4932.YBL050W,10,13.476623376623376,0.0,6.738311688311688,57,3,1
4932.YCR091W,10,1.6666666666666665,0.0,0.8333333333333333,6,0,0
4932.YOR115C,10,24.606666666666666,0.0,12.303333333333333,26,0,-1
4932.YLR429W,10,4.963422068685227,0.0,2.4817110343426134,38,7,2
4932.YDR103W,10,8.655270655270655,0.0,4.327635327635328,27,3,4
4932.YPL249C,10,1.0,0.0,0.5,11,0,-1
4932.YER071C,10,6.285714285714286,0.0,3.142857142857143,7,1,4
4932.YGR166W,10,3.626190476190476,0.0,1.813095238095238,15,4,14
4932.YAL028W,10,1.0,0.0,0.5,3,0,-1
4932.YJL095W,10,0.0,0.0,0.0,42,35,14
4932.YJL044C,10,19.405263157894737,0.0,9.702631578947368,20,1,7
4932.YDR105C,10,1.5,0.0,0.75,4,2,4
4932.YIR006C,10,15.145801331285202,0.0,7.572900665642601,65,2,1
4932.YMR164C,10,1.0,0.0,0.5,10,0,-1
4932.YDL121C,10,5.266666666666667,0.0,2.6333333333333333,6,1,7
4932.YFL040W,10,0.8333333333333333,0.0,0.41666666666666663,5,2,7
4932.YGL006W,10,5.450980392156863,0.0,2.7254901960784315,18,3,1
4932.YDL145C,10,5.0613636363636365,0.0,2.5306818181818183,46,7,14
4932.YPL189W,10,0.0,0.0,0.0,1,2,-1
4932.YDL006W,10,2.600769230769231,0.0,1.3003846153846155,27,7,5
4932.YIL105C,10,7.613333333333334,0.0,3.806666666666667,26,2,3
4932.YAL016W,10,3.586759581881533,0.0,1.7933797909407665,41,11,4
4932.YGR223C,10,1.0,0.0,0.5,16,0,-1
4932.YGR059W,10,7.785714285714286,0.0,3.892857142857143,8,1,5
4932.YHR084W,10,2.4102564102564106,0.0,1.2051282051282053,39,14,4
4932.YCL001W,10,1.7859477124183005,0.0,0.8929738562091503,19,7,14
4932.YMR031C,10,1.6666666666666665,0.0,0.8333333333333333,7,2,5
4932.YOR069W,10,19.589473684210525,0.0,9.794736842105262,20,1,3
4932.YOR165W,10,0.2063492063492064,0.0,0.1031746031746032,8,8,15
4932.YMR232W,10,17.254901960784313,0.0,8.627450980392156,18,1,1
4932.YKR020W,10,3.888888888888889,0.0,1.9444444444444444,9,2,4
4932.YCR043C,10,0.8333333333333333,0.0,0.41666666666666663,5,2,5
4932.YHL007C,10,5.423569023569023,0.0,2.7117845117845114,57,7,4
4932.YGL051W,10,0.0,0.0,0.0,2,2,-1
4932.YML012W,10,1.3831168831168832,0.0,0.6915584415584416,44,21,14
4932.YER185W,10,1.0,0.0,0.5,3,0,-1
4932.YER045C,10,2.130952380952381,0.0,1.0654761904761905,8,3,4
4932.YJL201W,10,4.6454545454545455,0.0,2.3227272727272728,11,2,1
4932.YLR124W,10,0.0,0.0,0.0,0,5,-1
4932.YDR379W,10,4.967532467532467,0.0,2.4837662337662336,22,4,4
4932.YLR332W,10,2.6143790849673203,0.0,1.3071895424836601,19,5,4
4932.YDL058W,10,17.052733430091923,0.0,8.526366715045961,53,3,7
4932.YOR246C,10,0.0,0.0,0.0,2,7,-1
4932.YNR021W,10,0.0,0.0,0.0,3,4,-1
4932.YKR044W,10,4.0,0.0,2.0,4,1,5
4932.YJL031C,10,7.535714285714286,0.0,3.767857142857143,8,1,15
4932.YER149C,10,14.552380952380952,0.0,7.276190476190476,15,1,7
4932.YLR419W,10,0.0,0.0,0.0,0,17,-1
4932.YBR286W,10,0.9666666666666668,0.0,0.4833333333333334,5,3,5
4932.YEL053C,10,0.20833333333333326,0.0,0.10416666666666663,7,8,3
4932.YNL086W,10,6.809523809523809,0.0,3.4047619047619047,7,1,1
4932.YGL155W,10,6.380952380952381,0.0,3.1904761904761907,7,1,1
4932.YDR153C,10,10.623376623376624,0.0,5.311688311688312,24,0,-1
4932.YPL272C,10,1.0,0.0,0.5,3,0,-1
4932.YNL044W,10,10.381818181818183,0.0,5.190909090909091,11,1,15
4932.YKL079W,10,2.477124183006536,0.0,1.238562091503268,18,6,4
4932.YDR126W,10,3.392857142857143,0.0,1.6964285714285714,9,1,5
4932.YBL086C,10,1.0,0.0,0.5,4,0,-1
4932.YGR172C,10,6.90952380952381,0.0,3.454761904761905,16,1,15
4932.YBR264C,10,1.0,0.0,0.5,16,0,-1
4932.YER109C,10,4.027777777777778,0.0,2.013888888888889,9,2,2
4932.YHR047C,10,5.133333333333333,0.0,2.5666666666666664,6,1,5
4932.YER060W,10,2.0,0.0,1.0,2,1,5
4932.YGR189C,10,3.564102564102564,0.0,1.782051282051282,13,3,2
4932.YDR164C,10,63.379464285714285,0.0,31.689732142857142,65,0,-1
4932.YLR342W,10,2.3125,0.0,1.15625,35,9,5
4932.YIL140W,10,1.0,0.0,0.5,17,0,-1
4932.YBR045C,10,9.233169129720853,0.0,4.6165845648604265,29,3,4
4932.YDR196C,10,2.2738095238095237,0.0,1.1369047619047619,8,3,5
4932.YOR070C,10,11.626126126126128,0.0,5.813063063063064,37,3,4
4932.YCR075C,10,4.1,0.0,2.05,6,0,0
4932.YDR199W,10,2.9333333333333336,0.0,1.4666666666666668,6,2,5
4932.YLR422W,10,0.2142857142857143,0.0,0.10714285714285715,8,8,5
4932.YBL037W,10,17.026608611514273,0.0,8.513304305757137,54,2,2
4932.YER136W,10,20.299651567944252,0.0,10.149825783972126,42,2,4
4932.YAL031C,10,1.0,0.0,0.5,3,1,4
4932.YOL113W,10,1.0,0.0,0.5,18,0,-1
4932.YPR131C,10,0.2571428571428571,0.0,0.12857142857142856,7,6,3
4932.YNL138W,10,1.3233766233766235,0.0,0.6616883116883118,23,9,5
4932.YPL145C,10,3.3181818181818183,0.0,1.6590909090909092,12,3,7
4932.YAL009W,10,1.5281385281385282,0.0,0.7640692640692641,22,14,15
4932.YCR009C,10,22.96345975948196,0.0,11.48172987974098,47,2,7
4932.YLR104W,10,0.0,0.0,0.0,2,3,-1
4932.YLR078C,10,64.41586538461539,0.0,32.20793269230769,66,0,-1
4932.YCL049C,10,1.3333333333333333,0.0,0.6666666666666666,4,2,4
4932.YBR158W,10,0.4833333333333334,0.0,0.2416666666666667,9,10,4
